Subject,Filename,Onset,Apex,Offset,AU,Objective class,emotion,label_for_7,label_for_3,imagename_apex,imagename_onset,imagename_apex_offset
spNO.189,l,2593,2600,2604,2+1,II,disgust,4,0,spNO.189/l/color/2600.jpg,spNO.189/l/color/2593.jpg,spNO.189/l/color/2604.jpg
spNO.189,m,87,91,94,9+4,IV,disgust,4,0,spNO.189/m/color/91.jpg,spNO.189/m/color/87.jpg,spNO.189/m/color/94.jpg
spNO.189,m,94,103,107,9+4,IV,disgust,4,0,spNO.189/m/color/103.jpg,spNO.189/m/color/94.jpg,spNO.189/m/color/107.jpg
spNO.189,m,134,137,149,9+4,IV,disgust,4,0,spNO.189/m/color/137.jpg,spNO.189/m/color/134.jpg,spNO.189/m/color/149.jpg
spNO.189,m,270,274,340,14+9+4,VII,anger,6,0,spNO.189/m/color/274.jpg,spNO.189/m/color/270.jpg,spNO.189/m/color/340.jpg
spNO.189,m,387,391,394,4,III,disgust,4,0,spNO.189/m/color/391.jpg,spNO.189/m/color/387.jpg,spNO.189/m/color/394.jpg
spNO.189,m,551,559,617,9+4+14,VII,anger,6,0,spNO.189/m/color/559.jpg,spNO.189/m/color/551.jpg,spNO.189/m/color/617.jpg
spNO.189,m,770,776,830,9+4+14,VII,anger,6,0,spNO.189/m/color/776.jpg,spNO.189/m/color/770.jpg,spNO.189/m/color/830.jpg
spNO.189,m,780,784,788,9+4,IV,disgust,4,0,spNO.189/m/color/784.jpg,spNO.189/m/color/780.jpg,spNO.189/m/color/788.jpg
spNO.190,e,2271,2276,2294,5,II,surprise,2,2,spNO.190/e/color/2276.jpg,spNO.190/e/color/2271.jpg,spNO.190/e/color/2294.jpg
spNO.190,k,2187,2195,2203,38,VII,happy,1,1,spNO.190/k/color/2195.jpg,spNO.190/k/color/2187.jpg,spNO.190/k/color/2203.jpg
spNO.190,m,8,8,737,1,V,anger,6,0,spNO.190/m/color/8.jpg,spNO.190/m/color/8.jpg,spNO.190/m/color/737.jpg
spNO.192,b,889,897,975,4,III,disgust,4,0,spNO.192/b/color/897.jpg,spNO.192/b/color/889.jpg,spNO.192/b/color/975.jpg
spNO.192,d,1291,1299,1352,1,V,fear,5,0,spNO.192/d/color/1299.jpg,spNO.192/d/color/1291.jpg,spNO.192/d/color/1352.jpg
spNO.192,d,4736,4744,4793,1,V,fear,5,0,spNO.192/d/color/4744.jpg,spNO.192/d/color/4736.jpg,spNO.192/d/color/4793.jpg
spNO.193,a,8,8,130,14,VII,disgust,4,0,spNO.193/a/color/8.jpg,spNO.193/a/color/8.jpg,spNO.193/a/color/130.jpg
spNO.193,a,583,587,592,4,III,disgust,4,0,spNO.193/a/color/587.jpg,spNO.193/a/color/583.jpg,spNO.193/a/color/592.jpg
spNO.193,e,92,93,98,4,III,fear,5,0,spNO.193/e/color/93.jpg,spNO.193/e/color/92.jpg,spNO.193/e/color/98.jpg
spNO.193,e,110,113,117,4,III,fear,5,0,spNO.193/e/color/113.jpg,spNO.193/e/color/110.jpg,spNO.193/e/color/117.jpg
spNO.193,e,183,187,191,4,III,fear,5,0,spNO.193/e/color/187.jpg,spNO.193/e/color/183.jpg,spNO.193/e/color/191.jpg
spNO.193,e,193,196,199,4,III,fear,5,0,spNO.193/e/color/196.jpg,spNO.193/e/color/193.jpg,spNO.193/e/color/199.jpg
spNO.193,h,16,19,21,4,III,sad,3,0,spNO.193/h/color/19.jpg,spNO.193/h/color/16.jpg,spNO.193/h/color/21.jpg
spNO.193,m,23,26,31,4,III,disgust,4,0,spNO.193/m/color/26.jpg,spNO.193/m/color/23.jpg,spNO.193/m/color/31.jpg
spNO.194,c,2209,2216,2228,2+1,II,surprise,2,2,spNO.194/c/color/2216.jpg,spNO.194/c/color/2209.jpg,spNO.194/c/color/2228.jpg
spNO.194,d,1888,1894,1903,4,III,disgust,4,0,spNO.194/d/color/1894.jpg,spNO.194/d/color/1888.jpg,spNO.194/d/color/1903.jpg
spNO.194,g,288,295,303,17,VII,sad,3,0,spNO.194/g/color/295.jpg,spNO.194/g/color/288.jpg,spNO.194/g/color/303.jpg
spNO.194,h,1427,1433,1444,2+1,II,surprise,2,2,spNO.194/h/color/1433.jpg,spNO.194/h/color/1427.jpg,spNO.194/h/color/1444.jpg
spNO.194,i,245,253,268,2+1,II,surprise,2,2,spNO.194/i/color/253.jpg,spNO.194/i/color/245.jpg,spNO.194/i/color/268.jpg
spNO.194,k,430,438,495,7,VII,disgust,4,0,spNO.194/k/color/438.jpg,spNO.194/k/color/430.jpg,spNO.194/k/color/495.jpg
spNO.194,m,125,132,151,2+1,II,surprise,2,2,spNO.194/m/color/132.jpg,spNO.194/m/color/125.jpg,spNO.194/m/color/151.jpg
spNO.194,m,382,389,410,2+1,II,surprise,2,2,spNO.194/m/color/389.jpg,spNO.194/m/color/382.jpg,spNO.194/m/color/410.jpg
spNO.194,m,862,869,880,2+1,II,surprise,2,2,spNO.194/m/color/869.jpg,spNO.194/m/color/862.jpg,spNO.194/m/color/880.jpg
spNO.194,m,1920,1927,1946,17+14,VII,anger,6,0,spNO.194/m/color/1927.jpg,spNO.194/m/color/1920.jpg,spNO.194/m/color/1946.jpg
spNO.195,a,8,8,39,14,VII,surprise,2,2,spNO.195/a/color/8.jpg,spNO.195/a/color/8.jpg,spNO.195/a/color/39.jpg
spNO.195,i,2844,2851,2886,14,VII,anger,6,0,spNO.195/i/color/2851.jpg,spNO.195/i/color/2844.jpg,spNO.195/i/color/2886.jpg
spNO.195,j,1109,1116,1141,24,VII,happy,1,1,spNO.195/j/color/1116.jpg,spNO.195/j/color/1109.jpg,spNO.195/j/color/1141.jpg
spNO.195,k,7,7,242,14,VII,happy,1,1,spNO.195/k/color/7.jpg,spNO.195/k/color/7.jpg,spNO.195/k/color/242.jpg
spNO.195,k,1377,1383,1398,24,VII,happy,1,1,spNO.195/k/color/1383.jpg,spNO.195/k/color/1377.jpg,spNO.195/k/color/1398.jpg
spNO.196,i,389,393,402,4,III,disgust,4,0,spNO.196/i/color/393.jpg,spNO.196/i/color/389.jpg,spNO.196/i/color/402.jpg
spNO.196,i,643,647,662,4,III,disgust,4,0,spNO.196/i/color/647.jpg,spNO.196/i/color/643.jpg,spNO.196/i/color/662.jpg
spNO.197,a,881,888,899,4,III,disgust,4,0,spNO.197/a/color/888.jpg,spNO.197/a/color/881.jpg,spNO.197/a/color/899.jpg
spNO.197,d,1686,1692,1745,2+1,II,fear,5,0,spNO.197/d/color/1692.jpg,spNO.197/d/color/1686.jpg,spNO.197/d/color/1745.jpg
spNO.197,h,1813,1820,1830,2+1,II,surprise,2,2,spNO.197/h/color/1820.jpg,spNO.197/h/color/1813.jpg,spNO.197/h/color/1830.jpg
spNO.197,i,1305,1310,1322,5,II,surprise,2,2,spNO.197/i/color/1310.jpg,spNO.197/i/color/1305.jpg,spNO.197/i/color/1322.jpg
spNO.197,i,1809,1813,1821,5,II,surprise,2,2,spNO.197/i/color/1813.jpg,spNO.197/i/color/1809.jpg,spNO.197/i/color/1821.jpg
spNO.197,k,543,548,566,24,VII,happy,1,1,spNO.197/k/color/548.jpg,spNO.197/k/color/543.jpg,spNO.197/k/color/566.jpg
spNO.197,k,1146,1154,1182,24,VII,happy,1,1,spNO.197/k/color/1154.jpg,spNO.197/k/color/1146.jpg,spNO.197/k/color/1182.jpg
spNO.197,k,1950,1956,1968,24,VII,happy,1,1,spNO.197/k/color/1956.jpg,spNO.197/k/color/1950.jpg,spNO.197/k/color/1968.jpg
spNO.197,l,662,669,674,5,II,surprise,2,2,spNO.197/l/color/669.jpg,spNO.197/l/color/662.jpg,spNO.197/l/color/674.jpg
spNO.197,l,933,942,948,5,II,surprise,2,2,spNO.197/l/color/942.jpg,spNO.197/l/color/933.jpg,spNO.197/l/color/948.jpg
spNO.197,l,1995,1998,2004,5,II,surprise,2,2,spNO.197/l/color/1998.jpg,spNO.197/l/color/1995.jpg,spNO.197/l/color/2004.jpg
spNO.197,l,3551,3554,3567,5,II,surprise,2,2,spNO.197/l/color/3554.jpg,spNO.197/l/color/3551.jpg,spNO.197/l/color/3567.jpg
spNO.197,m,324,331,343,5,II,surprise,2,2,spNO.197/m/color/331.jpg,spNO.197/m/color/324.jpg,spNO.197/m/color/343.jpg
spNO.197,m,431,437,460,4,III,disgust,4,0,spNO.197/m/color/437.jpg,spNO.197/m/color/431.jpg,spNO.197/m/color/460.jpg
spNO.2,a,237,241,258,5,II,surprise,2,2,spNO.2/a/color/241.jpg,spNO.2/a/color/237.jpg,spNO.2/a/color/258.jpg
spNO.2,c,615,620,656,4,III,fear,5,0,spNO.2/c/color/620.jpg,spNO.2/c/color/615.jpg,spNO.2/c/color/656.jpg
spNO.2,c,2793,2797,2810,4,III,fear,5,0,spNO.2/c/color/2797.jpg,spNO.2/c/color/2793.jpg,spNO.2/c/color/2810.jpg
spNO.2,d,1101,1107,1129,38,VII,fear,5,0,spNO.2/d/color/1107.jpg,spNO.2/d/color/1101.jpg,spNO.2/d/color/1129.jpg
spNO.2,e,138,143,148,1,V,surprise,2,2,spNO.2/e/color/143.jpg,spNO.2/e/color/138.jpg,spNO.2/e/color/148.jpg
spNO.2,g,4,4,74,14,VII,happy,1,1,spNO.2/g/color/4.jpg,spNO.2/g/color/4.jpg,spNO.2/g/color/74.jpg
spNO.2,j,7,7,408,38,VII,happy,1,1,spNO.2/j/color/7.jpg,spNO.2/j/color/7.jpg,spNO.2/j/color/408.jpg
spNO.2,k,185,191,200,L2+L1,II,surprise,2,2,spNO.2/k/color/191.jpg,spNO.2/k/color/185.jpg,spNO.2/k/color/200.jpg
spNO.200,b,226,233,255,2+1,II,surprise,2,2,spNO.200/b/color/233.jpg,spNO.200/b/color/226.jpg,spNO.200/b/color/255.jpg
spNO.200,b,518,524,533,9,IV,fear,5,0,spNO.200/b/color/524.jpg,spNO.200/b/color/518.jpg,spNO.200/b/color/533.jpg
spNO.200,g,1942,1947,1961,7,VII,anger,6,0,spNO.200/g/color/1947.jpg,spNO.200/g/color/1942.jpg,spNO.200/g/color/1961.jpg
spNO.200,k,387,395,414,17,VII,happy,1,1,spNO.200/k/color/395.jpg,spNO.200/k/color/387.jpg,spNO.200/k/color/414.jpg
spNO.200,m,101,109,150,2+1+14,VII,anger,6,0,spNO.200/m/color/109.jpg,spNO.200/m/color/101.jpg,spNO.200/m/color/150.jpg
spNO.201,c,7,7,23,2+1+5,VII,surprise,2,2,spNO.201/c/color/7.jpg,spNO.201/c/color/7.jpg,spNO.201/c/color/23.jpg
spNO.201,c,1698,1703,1722,2+1,II,surprise,2,2,spNO.201/c/color/1703.jpg,spNO.201/c/color/1698.jpg,spNO.201/c/color/1722.jpg
spNO.201,e,596,601,607,2+1,II,surprise,2,2,spNO.201/e/color/601.jpg,spNO.201/e/color/596.jpg,spNO.201/e/color/607.jpg
spNO.201,e,1900,1905,1911,2+1,II,surprise,2,2,spNO.201/e/color/1905.jpg,spNO.201/e/color/1900.jpg,spNO.201/e/color/1911.jpg
spNO.201,g,165,170,175,2+1,II,surprise,2,2,spNO.201/g/color/170.jpg,spNO.201/g/color/165.jpg,spNO.201/g/color/175.jpg
spNO.201,j,1759,1767,1778,4,III,happy,1,1,spNO.201/j/color/1767.jpg,spNO.201/j/color/1759.jpg,spNO.201/j/color/1778.jpg
spNO.201,m,360,364,369,2+1,II,surprise,2,2,spNO.201/m/color/364.jpg,spNO.201/m/color/360.jpg,spNO.201/m/color/369.jpg
spNO.201,m,381,388,397,2+1,II,surprise,2,2,spNO.201/m/color/388.jpg,spNO.201/m/color/381.jpg,spNO.201/m/color/397.jpg
spNO.201,m,1174,1178,1205,4,III,disgust,4,0,spNO.201/m/color/1178.jpg,spNO.201/m/color/1174.jpg,spNO.201/m/color/1205.jpg
spNO.202,b,65,71,79,16,VII,surprise,2,2,spNO.202/b/color/71.jpg,spNO.202/b/color/65.jpg,spNO.202/b/color/79.jpg
spNO.202,f,7,7,45,14,VII,fear,5,0,spNO.202/f/color/7.jpg,spNO.202/f/color/7.jpg,spNO.202/f/color/45.jpg
spNO.202,f,45,52,60,16,VII,surprise,2,2,spNO.202/f/color/52.jpg,spNO.202/f/color/45.jpg,spNO.202/f/color/60.jpg
spNO.202,g,393,396,401,4,III,disgust,4,0,spNO.202/g/color/396.jpg,spNO.202/g/color/393.jpg,spNO.202/g/color/401.jpg
spNO.202,j,78,86,111,14,VII,happy,1,1,spNO.202/j/color/86.jpg,spNO.202/j/color/78.jpg,spNO.202/j/color/111.jpg
spNO.202,j,570,577,611,14,VII,happy,1,1,spNO.202/j/color/577.jpg,spNO.202/j/color/570.jpg,spNO.202/j/color/611.jpg
spNO.202,l,3267,3271,3283,16,VII,surprise,2,2,spNO.202/l/color/3271.jpg,spNO.202/l/color/3267.jpg,spNO.202/l/color/3283.jpg
spNO.202,m,1,1,70,14,VII,anger,6,0,spNO.202/m/color/1.jpg,spNO.202/m/color/1.jpg,spNO.202/m/color/70.jpg
spNO.202,m,204,212,303,14,VII,anger,6,0,spNO.202/m/color/212.jpg,spNO.202/m/color/204.jpg,spNO.202/m/color/303.jpg
spNO.203,d,7,7,195,14,VII,fear,5,0,spNO.203/d/color/7.jpg,spNO.203/d/color/7.jpg,spNO.203/d/color/195.jpg
spNO.203,d,2067,2074,2120,2+1,II,surprise,2,2,spNO.203/d/color/2074.jpg,spNO.203/d/color/2067.jpg,spNO.203/d/color/2120.jpg
spNO.203,g,111,119,142,14,VII,sad,3,0,spNO.203/g/color/119.jpg,spNO.203/g/color/111.jpg,spNO.203/g/color/142.jpg
spNO.203,h,2161,2169,2196,17,VII,sad,3,0,spNO.203/h/color/2169.jpg,spNO.203/h/color/2161.jpg,spNO.203/h/color/2196.jpg
spNO.203,i,5,5,198,14,VII,anger,6,0,spNO.203/i/color/5.jpg,spNO.203/i/color/5.jpg,spNO.203/i/color/198.jpg
spNO.204,a,513,521,535,5,II,surprise,2,2,spNO.204/a/color/521.jpg,spNO.204/a/color/513.jpg,spNO.204/a/color/535.jpg
spNO.204,a,606,612,635,4,III,disgust,4,0,spNO.204/a/color/612.jpg,spNO.204/a/color/606.jpg,spNO.204/a/color/635.jpg
spNO.204,b,276,284,298,14,VII,disgust,4,0,spNO.204/b/color/284.jpg,spNO.204/b/color/276.jpg,spNO.204/b/color/298.jpg
spNO.204,b,670,678,698,14,VII,disgust,4,0,spNO.204/b/color/678.jpg,spNO.204/b/color/670.jpg,spNO.204/b/color/698.jpg
spNO.204,j,500,503,516,5,II,surprise,2,2,spNO.204/j/color/503.jpg,spNO.204/j/color/500.jpg,spNO.204/j/color/516.jpg
spNO.204,j,697,701,706,5,II,surprise,2,2,spNO.204/j/color/701.jpg,spNO.204/j/color/697.jpg,spNO.204/j/color/706.jpg
spNO.204,k,721,727,777,14,VII,happy,1,1,spNO.204/k/color/727.jpg,spNO.204/k/color/721.jpg,spNO.204/k/color/777.jpg
spNO.204,m,2679,2685,2695,14,VII,anger,6,0,spNO.204/m/color/2685.jpg,spNO.204/m/color/2679.jpg,spNO.204/m/color/2695.jpg
spNO.206,a,117,124,146,1+2,II,surprise,2,2,spNO.206/a/color/124.jpg,spNO.206/a/color/117.jpg,spNO.206/a/color/146.jpg
spNO.206,d,2056,2063,2086,1+2,II,surprise,2,2,spNO.206/d/color/2063.jpg,spNO.206/d/color/2056.jpg,spNO.206/d/color/2086.jpg
spNO.206,e,338,346,358,R1+R2,II,surprise,2,2,spNO.206/e/color/346.jpg,spNO.206/e/color/338.jpg,spNO.206/e/color/358.jpg
spNO.206,e,377,385,393,R2+R1,II,surprise,2,2,spNO.206/e/color/385.jpg,spNO.206/e/color/377.jpg,spNO.206/e/color/393.jpg
spNO.206,e,625,633,642,1+2,II,surprise,2,2,spNO.206/e/color/633.jpg,spNO.206/e/color/625.jpg,spNO.206/e/color/642.jpg
spNO.206,e,1133,1138,1142,5,II,surprise,2,2,spNO.206/e/color/1138.jpg,spNO.206/e/color/1133.jpg,spNO.206/e/color/1142.jpg
spNO.206,f,31,37,46,1+2,II,surprise,2,2,spNO.206/f/color/37.jpg,spNO.206/f/color/31.jpg,spNO.206/f/color/46.jpg
spNO.206,f,117,122,141,1+2+5,VII,surprise,2,2,spNO.206/f/color/122.jpg,spNO.206/f/color/117.jpg,spNO.206/f/color/141.jpg
spNO.206,g,76,83,108,1+2,II,surprise,2,2,spNO.206/g/color/83.jpg,spNO.206/g/color/76.jpg,spNO.206/g/color/108.jpg
spNO.206,g,113,121,138,2+1,II,surprise,2,2,spNO.206/g/color/121.jpg,spNO.206/g/color/113.jpg,spNO.206/g/color/138.jpg
spNO.206,g,368,375,385,R1+R2,II,surprise,2,2,spNO.206/g/color/375.jpg,spNO.206/g/color/368.jpg,spNO.206/g/color/385.jpg
spNO.206,h,35,40,46,R2+R1,II,surprise,2,2,spNO.206/h/color/40.jpg,spNO.206/h/color/35.jpg,spNO.206/h/color/46.jpg
spNO.206,h,75,79,90,R2+R1,II,surprise,2,2,spNO.206/h/color/79.jpg,spNO.206/h/color/75.jpg,spNO.206/h/color/90.jpg
spNO.206,h,95,101,116,R2+R1,II,surprise,2,2,spNO.206/h/color/101.jpg,spNO.206/h/color/95.jpg,spNO.206/h/color/116.jpg
spNO.206,h,336,339,343,1,V,sad,3,0,spNO.206/h/color/339.jpg,spNO.206/h/color/336.jpg,spNO.206/h/color/343.jpg
spNO.206,j,19,25,30,R2,VII,surprise,2,2,spNO.206/j/color/25.jpg,spNO.206/j/color/19.jpg,spNO.206/j/color/30.jpg
spNO.206,k,1588,1594,1601,1,V,surprise,2,2,spNO.206/k/color/1594.jpg,spNO.206/k/color/1588.jpg,spNO.206/k/color/1601.jpg
spNO.206,l,1630,1638,1669,2+1,II,surprise,2,2,spNO.206/l/color/1638.jpg,spNO.206/l/color/1630.jpg,spNO.206/l/color/1669.jpg
spNO.206,l,2601,2608,2613,1,V,sad,3,0,spNO.206/l/color/2608.jpg,spNO.206/l/color/2601.jpg,spNO.206/l/color/2613.jpg
spNO.206,m,277,283,300,1+2,II,surprise,2,2,spNO.206/m/color/283.jpg,spNO.206/m/color/277.jpg,spNO.206/m/color/300.jpg
spNO.207,a,303,308,346,4,III,disgust,4,0,spNO.207/a/color/308.jpg,spNO.207/a/color/303.jpg,spNO.207/a/color/346.jpg
spNO.207,a,667,673,822,4,III,disgust,4,0,spNO.207/a/color/673.jpg,spNO.207/a/color/667.jpg,spNO.207/a/color/822.jpg
spNO.207,b,358,365,389,1+2,II,surprise,2,2,spNO.207/b/color/365.jpg,spNO.207/b/color/358.jpg,spNO.207/b/color/389.jpg
spNO.207,c,366,372,380,4,III,disgust,4,0,spNO.207/c/color/372.jpg,spNO.207/c/color/366.jpg,spNO.207/c/color/380.jpg
spNO.207,c,555,563,586,R14,VII,disgust,4,0,spNO.207/c/color/563.jpg,spNO.207/c/color/555.jpg,spNO.207/c/color/586.jpg
spNO.207,c,3285,3293,3353,4,III,disgust,4,0,spNO.207/c/color/3293.jpg,spNO.207/c/color/3285.jpg,spNO.207/c/color/3353.jpg
spNO.207,e,271,278,296,2+1,II,surprise,2,2,spNO.207/e/color/278.jpg,spNO.207/e/color/271.jpg,spNO.207/e/color/296.jpg
spNO.207,e,404,410,414,4,III,disgust,4,0,spNO.207/e/color/410.jpg,spNO.207/e/color/404.jpg,spNO.207/e/color/414.jpg
spNO.207,h,98,106,127,7,VII,sad,3,0,spNO.207/h/color/106.jpg,spNO.207/h/color/98.jpg,spNO.207/h/color/127.jpg
spNO.207,h,1843,1850,1955,R14,VII,sad,3,0,spNO.207/h/color/1850.jpg,spNO.207/h/color/1843.jpg,spNO.207/h/color/1955.jpg
spNO.207,h,2479,2484,2503,4,III,disgust,4,0,spNO.207/h/color/2484.jpg,spNO.207/h/color/2479.jpg,spNO.207/h/color/2503.jpg
spNO.207,i,4176,4183,4208,4,III,disgust,4,0,spNO.207/i/color/4183.jpg,spNO.207/i/color/4176.jpg,spNO.207/i/color/4208.jpg
spNO.207,j,24,30,48,4,III,disgust,4,0,spNO.207/j/color/30.jpg,spNO.207/j/color/24.jpg,spNO.207/j/color/48.jpg
spNO.207,j,416,421,453,R2+R1,II,surprise,2,2,spNO.207/j/color/421.jpg,spNO.207/j/color/416.jpg,spNO.207/j/color/453.jpg
spNO.207,l,220,228,253,6+7,VII,sad,3,0,spNO.207/l/color/228.jpg,spNO.207/l/color/220.jpg,spNO.207/l/color/253.jpg
spNO.207,l,474,479,496,4,III,disgust,4,0,spNO.207/l/color/479.jpg,spNO.207/l/color/474.jpg,spNO.207/l/color/496.jpg
spNO.207,l,2028,2035,2068,R14,VII,sad,3,0,spNO.207/l/color/2035.jpg,spNO.207/l/color/2028.jpg,spNO.207/l/color/2068.jpg
spNO.207,l,3698,3706,3726,4,III,disgust,4,0,spNO.207/l/color/3706.jpg,spNO.207/l/color/3698.jpg,spNO.207/l/color/3726.jpg
spNO.207,l,3948,3951,3971,4,III,disgust,4,0,spNO.207/l/color/3951.jpg,spNO.207/l/color/3948.jpg,spNO.207/l/color/3971.jpg
spNO.207,m,26,34,48,24+T18+16,VII,disgust,4,0,spNO.207/m/color/34.jpg,spNO.207/m/color/26.jpg,spNO.207/m/color/48.jpg
