Subject,Filename,Onset,Apex,Offset,AU,Objective class,emotion,label_for_7,label_for_3,imagename_apex,imagename_onset,imagename_apex_offset
spNO.208,c,278,286,311,4,III,disgust,4,0,spNO.208/c/color/286.jpg,spNO.208/c/color/278.jpg,spNO.208/c/color/311.jpg
spNO.208,c,1706,1714,1739,4,III,disgust,4,0,spNO.208/c/color/1714.jpg,spNO.208/c/color/1706.jpg,spNO.208/c/color/1739.jpg
spNO.208,c,1830,1838,1854,4+R12,VII,surprise,2,2,spNO.208/c/color/1838.jpg,spNO.208/c/color/1830.jpg,spNO.208/c/color/1854.jpg
spNO.208,c,1898,1906,1929,4,III,surprise,2,2,spNO.208/c/color/1906.jpg,spNO.208/c/color/1898.jpg,spNO.208/c/color/1929.jpg
spNO.208,c,1971,1979,1994,4,III,surprise,2,2,spNO.208/c/color/1979.jpg,spNO.208/c/color/1971.jpg,spNO.208/c/color/1994.jpg
spNO.208,c,2334,2341,2349,5,II,surprise,2,2,spNO.208/c/color/2341.jpg,spNO.208/c/color/2334.jpg,spNO.208/c/color/2349.jpg
spNO.208,d,1013,1020,1028,5,II,surprise,2,2,spNO.208/d/color/1020.jpg,spNO.208/d/color/1013.jpg,spNO.208/d/color/1028.jpg
spNO.208,d,2139,2144,2147,5,II,surprise,2,2,spNO.208/d/color/2144.jpg,spNO.208/d/color/2139.jpg,spNO.208/d/color/2147.jpg
spNO.208,e,937,947,952,5,II,surprise,2,2,spNO.208/e/color/947.jpg,spNO.208/e/color/937.jpg,spNO.208/e/color/952.jpg
spNO.208,e,1267,1273,1293,5,II,surprise,2,2,spNO.208/e/color/1273.jpg,spNO.208/e/color/1267.jpg,spNO.208/e/color/1293.jpg
spNO.208,e,1757,1764,1777,5,II,surprise,2,2,spNO.208/e/color/1764.jpg,spNO.208/e/color/1757.jpg,spNO.208/e/color/1777.jpg
spNO.208,f,1744,1751,1764,4,III,disgust,4,0,spNO.208/f/color/1751.jpg,spNO.208/f/color/1744.jpg,spNO.208/f/color/1764.jpg
spNO.208,m,47,51,55,R2+R1,II,surprise,2,2,spNO.208/m/color/51.jpg,spNO.208/m/color/47.jpg,spNO.208/m/color/55.jpg
spNO.208,m,178,183,198,4,III,disgust,4,0,spNO.208/m/color/183.jpg,spNO.208/m/color/178.jpg,spNO.208/m/color/198.jpg
spNO.208,m,608,616,641,4,III,disgust,4,0,spNO.208/m/color/616.jpg,spNO.208/m/color/608.jpg,spNO.208/m/color/641.jpg
spNO.208,m,1272,1280,1289,4,III,disgust,4,0,spNO.208/m/color/1280.jpg,spNO.208/m/color/1272.jpg,spNO.208/m/color/1289.jpg
spNO.209,h,2818,2823,2838,14,VII,sad,3,0,spNO.209/h/color/2823.jpg,spNO.209/h/color/2818.jpg,spNO.209/h/color/2838.jpg
spNO.209,i,3296,3302,3329,14,VII,anger,6,0,spNO.209/i/color/3302.jpg,spNO.209/i/color/3296.jpg,spNO.209/i/color/3329.jpg
spNO.209,j,661,668,709,14,VII,happy,1,1,spNO.209/j/color/668.jpg,spNO.209/j/color/661.jpg,spNO.209/j/color/709.jpg
spNO.209,l,268,272,301,14,VII,sad,3,0,spNO.209/l/color/272.jpg,spNO.209/l/color/268.jpg,spNO.209/l/color/301.jpg
spNO.209,m,63,68,76,24,VII,disgust,4,0,spNO.209/m/color/68.jpg,spNO.209/m/color/63.jpg,spNO.209/m/color/76.jpg
spNO.210,a,913,920,935,12,I,happy,1,1,spNO.210/a/color/920.jpg,spNO.210/a/color/913.jpg,spNO.210/a/color/935.jpg
spNO.210,b,218,225,268,14,VII,happy,1,1,spNO.210/b/color/225.jpg,spNO.210/b/color/218.jpg,spNO.210/b/color/268.jpg
spNO.210,c,3207,3211,3215,9+4,IV,disgust,4,0,spNO.210/c/color/3211.jpg,spNO.210/c/color/3207.jpg,spNO.210/c/color/3215.jpg
spNO.210,d,2425,2433,2458,14,VII,fear,5,0,spNO.210/d/color/2433.jpg,spNO.210/d/color/2425.jpg,spNO.210/d/color/2458.jpg
spNO.210,h,1310,1317,1332,14,VII,sad,3,0,spNO.210/h/color/1317.jpg,spNO.210/h/color/1310.jpg,spNO.210/h/color/1332.jpg
spNO.210,h,2079,2086,2155,14,VII,sad,3,0,spNO.210/h/color/2086.jpg,spNO.210/h/color/2079.jpg,spNO.210/h/color/2155.jpg
spNO.210,i,1,5,26,14,VII,anger,6,0,spNO.210/i/color/5.jpg,spNO.210/i/color/1.jpg,spNO.210/i/color/26.jpg
spNO.210,i,545,553,605,4+9+R14,VII,anger,6,0,spNO.210/i/color/553.jpg,spNO.210/i/color/545.jpg,spNO.210/i/color/605.jpg
spNO.210,k,546,553,571,38,VII,happy,1,1,spNO.210/k/color/553.jpg,spNO.210/k/color/546.jpg,spNO.210/k/color/571.jpg
spNO.210,m,4,4,18,14,VII,anger,6,0,spNO.210/m/color/4.jpg,spNO.210/m/color/4.jpg,spNO.210/m/color/18.jpg
spNO.211,h,1,1,68,14,VII,sad,3,0,spNO.211/h/color/1.jpg,spNO.211/h/color/1.jpg,spNO.211/h/color/68.jpg
spNO.212,b,923,930,957,L14,VII,disgust,4,0,spNO.212/b/color/930.jpg,spNO.212/b/color/923.jpg,spNO.212/b/color/957.jpg
spNO.212,e,1876,1884,1909,R2+R1,II,surprise,2,2,spNO.212/e/color/1884.jpg,spNO.212/e/color/1876.jpg,spNO.212/e/color/1909.jpg
spNO.212,i,556,564,587,1+2,II,surprise,2,2,spNO.212/i/color/564.jpg,spNO.212/i/color/556.jpg,spNO.212/i/color/587.jpg
spNO.212,i,1323,1326,1340,1+2,II,surprise,2,2,spNO.212/i/color/1326.jpg,spNO.212/i/color/1323.jpg,spNO.212/i/color/1340.jpg
spNO.212,j,45,49,56,R10,IV,happy,1,1,spNO.212/j/color/49.jpg,spNO.212/j/color/45.jpg,spNO.212/j/color/56.jpg
spNO.212,j,1127,1130,1137,L14,VII,happy,1,1,spNO.212/j/color/1130.jpg,spNO.212/j/color/1127.jpg,spNO.212/j/color/1137.jpg
spNO.213,k,2462,2467,2495,1,V,surprise,2,2,spNO.213/k/color/2467.jpg,spNO.213/k/color/2462.jpg,spNO.213/k/color/2495.jpg
spNO.214,c,5,5,3460,17+4,VII,disgust,4,0,spNO.214/c/color/5.jpg,spNO.214/c/color/5.jpg,spNO.214/c/color/3460.jpg
spNO.214,j,1239,1242,1298,14,VII,happy,1,1,spNO.214/j/color/1242.jpg,spNO.214/j/color/1239.jpg,spNO.214/j/color/1298.jpg
spNO.214,k,4,7,28,1+2,II,surprise,2,2,spNO.214/k/color/7.jpg,spNO.214/k/color/4.jpg,spNO.214/k/color/28.jpg
spNO.215,a,33,40,55,4,III,disgust,4,0,spNO.215/a/color/40.jpg,spNO.215/a/color/33.jpg,spNO.215/a/color/55.jpg
spNO.215,a,221,229,250,1,V,surprise,2,2,spNO.215/a/color/229.jpg,spNO.215/a/color/221.jpg,spNO.215/a/color/250.jpg
spNO.215,b,42,46,52,4,III,disgust,4,0,spNO.215/b/color/46.jpg,spNO.215/b/color/42.jpg,spNO.215/b/color/52.jpg
spNO.215,b,101,106,120,1,V,disgust,4,0,spNO.215/b/color/106.jpg,spNO.215/b/color/101.jpg,spNO.215/b/color/120.jpg
spNO.215,b,899,903,906,24,VII,surprise,2,2,spNO.215/b/color/903.jpg,spNO.215/b/color/899.jpg,spNO.215/b/color/906.jpg
spNO.215,c,119,127,141,1,V,surprise,2,2,spNO.215/c/color/127.jpg,spNO.215/c/color/119.jpg,spNO.215/c/color/141.jpg
spNO.215,d,2996,2999,3016,1+2,II,surprise,2,2,spNO.215/d/color/2999.jpg,spNO.215/d/color/2996.jpg,spNO.215/d/color/3016.jpg
spNO.215,d,4206,4213,4231,1+2,II,surprise,2,2,spNO.215/d/color/4213.jpg,spNO.215/d/color/4206.jpg,spNO.215/d/color/4231.jpg
spNO.215,e,446,448,453,9+6,VII,disgust,4,0,spNO.215/e/color/448.jpg,spNO.215/e/color/446.jpg,spNO.215/e/color/453.jpg
spNO.215,f,127,135,151,1,V,disgust,4,0,spNO.215/f/color/135.jpg,spNO.215/f/color/127.jpg,spNO.215/f/color/151.jpg
spNO.215,f,2183,2187,2197,L2,VII,surprise,2,2,spNO.215/f/color/2187.jpg,spNO.215/f/color/2183.jpg,spNO.215/f/color/2197.jpg
spNO.215,h,3233,3236,3250,1,V,sad,3,0,spNO.215/h/color/3236.jpg,spNO.215/h/color/3233.jpg,spNO.215/h/color/3250.jpg
spNO.215,i,549,556,576,1,V,anger,6,0,spNO.215/i/color/556.jpg,spNO.215/i/color/549.jpg,spNO.215/i/color/576.jpg
spNO.215,j,463,465,478,4,III,disgust,4,0,spNO.215/j/color/465.jpg,spNO.215/j/color/463.jpg,spNO.215/j/color/478.jpg
spNO.215,j,668,674,678,4,III,disgust,4,0,spNO.215/j/color/674.jpg,spNO.215/j/color/668.jpg,spNO.215/j/color/678.jpg
spNO.215,j,1374,1379,1397,1+4,V,disgust,4,0,spNO.215/j/color/1379.jpg,spNO.215/j/color/1374.jpg,spNO.215/j/color/1397.jpg
spNO.215,j,1710,1717,1738,4,III,disgust,4,0,spNO.215/j/color/1717.jpg,spNO.215/j/color/1710.jpg,spNO.215/j/color/1738.jpg
spNO.215,k,1505,1512,1529,R2+R1,II,surprise,2,2,spNO.215/k/color/1512.jpg,spNO.215/k/color/1505.jpg,spNO.215/k/color/1529.jpg
spNO.215,l,1613,1618,1637,4,III,disgust,4,0,spNO.215/l/color/1618.jpg,spNO.215/l/color/1613.jpg,spNO.215/l/color/1637.jpg
spNO.216,a,921,926,936,7,VII,disgust,4,0,spNO.216/a/color/926.jpg,spNO.216/a/color/921.jpg,spNO.216/a/color/936.jpg
spNO.216,a,939,945,966,7,VII,disgust,4,0,spNO.216/a/color/945.jpg,spNO.216/a/color/939.jpg,spNO.216/a/color/966.jpg
spNO.216,b,67,73,103,R14,VII,happy,1,1,spNO.216/b/color/73.jpg,spNO.216/b/color/67.jpg,spNO.216/b/color/103.jpg
spNO.216,c,2367,2375,2389,7,VII,disgust,4,0,spNO.216/c/color/2375.jpg,spNO.216/c/color/2367.jpg,spNO.216/c/color/2389.jpg
spNO.216,e,463,471,493,R1+R2,II,surprise,2,2,spNO.216/e/color/471.jpg,spNO.216/e/color/463.jpg,spNO.216/e/color/493.jpg
spNO.216,j,1,1,84,12,I,happy,1,1,spNO.216/j/color/1.jpg,spNO.216/j/color/1.jpg,spNO.216/j/color/84.jpg
spNO.216,m,622,632,637,L7,VII,anger,6,0,spNO.216/m/color/632.jpg,spNO.216/m/color/622.jpg,spNO.216/m/color/637.jpg
spNO.216,m,1311,1319,1344,7,VII,anger,6,0,spNO.216/m/color/1319.jpg,spNO.216/m/color/1311.jpg,spNO.216/m/color/1344.jpg
spNO.216,m,1569,1577,1600,4,III,anger,6,0,spNO.216/m/color/1577.jpg,spNO.216/m/color/1569.jpg,spNO.216/m/color/1600.jpg
spNO.217,b,920,928,945,17,VII,disgust,4,0,spNO.217/b/color/928.jpg,spNO.217/b/color/920.jpg,spNO.217/b/color/945.jpg
spNO.217,e,610,615,637,1+2,II,surprise,2,2,spNO.217/e/color/615.jpg,spNO.217/e/color/610.jpg,spNO.217/e/color/637.jpg
spNO.3,d,88,93,113,1+2,II,surprise,2,2,spNO.3/d/color/93.jpg,spNO.3/d/color/88.jpg,spNO.3/d/color/113.jpg
spNO.3,e,2200,2204,2225,1,V,surprise,2,2,spNO.3/e/color/2204.jpg,spNO.3/e/color/2200.jpg,spNO.3/e/color/2225.jpg
spNO.3,h,341,347,374,1,V,sad,3,0,spNO.3/h/color/347.jpg,spNO.3/h/color/341.jpg,spNO.3/h/color/374.jpg
spNO.3,h,552,556,582,L1+L2,II,surprise,2,2,spNO.3/h/color/556.jpg,spNO.3/h/color/552.jpg,spNO.3/h/color/582.jpg
spNO.3,h,1172,1179,1198,L1+L2,II,surprise,2,2,spNO.3/h/color/1179.jpg,spNO.3/h/color/1172.jpg,spNO.3/h/color/1198.jpg
spNO.3,k,1973,1980,2024,L2+L1,II,surprise,2,2,spNO.3/k/color/1980.jpg,spNO.3/k/color/1973.jpg,spNO.3/k/color/2024.jpg
spNO.3,l,1098,1104,1142,14,VII,sad,3,0,spNO.3/l/color/1104.jpg,spNO.3/l/color/1098.jpg,spNO.3/l/color/1142.jpg
spNO.3,l,1145,1152,1180,38,VII,sad,3,0,spNO.3/l/color/1152.jpg,spNO.3/l/color/1145.jpg,spNO.3/l/color/1180.jpg
spNO.3,l,2693,2697,2727,14,VII,sad,3,0,spNO.3/l/color/2697.jpg,spNO.3/l/color/2693.jpg,spNO.3/l/color/2727.jpg
spNO.3,m,1538,1544,1549,1,V,anger,6,0,spNO.3/m/color/1544.jpg,spNO.3/m/color/1538.jpg,spNO.3/m/color/1549.jpg
spNO.39,a,179,184,201,5,II,surprise,2,2,spNO.39/a/color/184.jpg,spNO.39/a/color/179.jpg,spNO.39/a/color/201.jpg
spNO.39,e,302,310,336,5,II,surprise,2,2,spNO.39/e/color/310.jpg,spNO.39/e/color/302.jpg,spNO.39/e/color/336.jpg
spNO.39,k,539,545,570,5,II,surprise,2,2,spNO.39/k/color/545.jpg,spNO.39/k/color/539.jpg,spNO.39/k/color/570.jpg
spNO.4,b,111,119,135,4,III,disgust,4,0,spNO.4/b/color/119.jpg,spNO.4/b/color/111.jpg,spNO.4/b/color/135.jpg
spNO.4,g,2033,2037,2041,17,VII,sad,3,0,spNO.4/g/color/2037.jpg,spNO.4/g/color/2033.jpg,spNO.4/g/color/2041.jpg
spNO.4,k,92,100,291,4,III,happy,1,1,spNO.4/k/color/100.jpg,spNO.4/k/color/92.jpg,spNO.4/k/color/291.jpg
spNO.4,l,2410,2418,2444,4,III,sad,3,0,spNO.4/l/color/2418.jpg,spNO.4/l/color/2410.jpg,spNO.4/l/color/2444.jpg
spNO.40,b,7,7,47,14,VII,disgust,4,0,spNO.40/b/color/7.jpg,spNO.40/b/color/7.jpg,spNO.40/b/color/47.jpg
spNO.40,c,8,8,45,14+24,VII,disgust,4,0,spNO.40/c/color/8.jpg,spNO.40/c/color/8.jpg,spNO.40/c/color/45.jpg
spNO.40,g,1232,1239,1274,L14,VII,anger,6,0,spNO.40/g/color/1239.jpg,spNO.40/g/color/1232.jpg,spNO.40/g/color/1274.jpg
spNO.40,j,1016,1023,1133,R14,VII,happy,1,1,spNO.40/j/color/1023.jpg,spNO.40/j/color/1016.jpg,spNO.40/j/color/1133.jpg
spNO.40,k,286,291,337,14,VII,happy,1,1,spNO.40/k/color/291.jpg,spNO.40/k/color/286.jpg,spNO.40/k/color/337.jpg
spNO.41,a,879,884,917,4,III,disgust,4,0,spNO.41/a/color/884.jpg,spNO.41/a/color/879.jpg,spNO.41/a/color/917.jpg
spNO.42,a,215,222,238,1,V,surprise,2,2,spNO.42/a/color/222.jpg,spNO.42/a/color/215.jpg,spNO.42/a/color/238.jpg
spNO.42,d,2843,2850,2868,4,III,fear,5,0,spNO.42/d/color/2850.jpg,spNO.42/d/color/2843.jpg,spNO.42/d/color/2868.jpg
spNO.42,d,3188,3196,3217,24,VII,fear,5,0,spNO.42/d/color/3196.jpg,spNO.42/d/color/3188.jpg,spNO.42/d/color/3217.jpg
spNO.42,d,3555,3561,3589,1,V,fear,5,0,spNO.42/d/color/3561.jpg,spNO.42/d/color/3555.jpg,spNO.42/d/color/3589.jpg
spNO.42,e,2646,2654,2667,4,III,surprise,2,2,spNO.42/e/color/2654.jpg,spNO.42/e/color/2646.jpg,spNO.42/e/color/2667.jpg
spNO.42,i,2461,2468,2532,24,VII,disgust,4,0,spNO.42/i/color/2468.jpg,spNO.42/i/color/2461.jpg,spNO.42/i/color/2532.jpg
spNO.42,i,3547,3555,3581,24,VII,disgust,4,0,spNO.42/i/color/3555.jpg,spNO.42/i/color/3547.jpg,spNO.42/i/color/3581.jpg
spNO.42,j,1730,1737,1758,1+2,II,surprise,2,2,spNO.42/j/color/1737.jpg,spNO.42/j/color/1730.jpg,spNO.42/j/color/1758.jpg
spNO.42,j,1778,1782,1795,4,III,happy,1,1,spNO.42/j/color/1782.jpg,spNO.42/j/color/1778.jpg,spNO.42/j/color/1795.jpg
spNO.42,m,7,7,48,14,VII,anger,6,0,spNO.42/m/color/7.jpg,spNO.42/m/color/7.jpg,spNO.42/m/color/48.jpg
spNO.42,m,1086,1091,1110,24,VII,disgust,4,0,spNO.42/m/color/1091.jpg,spNO.42/m/color/1086.jpg,spNO.42/m/color/1110.jpg
spNO.42,m,1289,1297,1321,4,III,disgust,4,0,spNO.42/m/color/1297.jpg,spNO.42/m/color/1289.jpg,spNO.42/m/color/1321.jpg
spNO.42,m,2058,2063,2076,4,III,disgust,4,0,spNO.42/m/color/2063.jpg,spNO.42/m/color/2058.jpg,spNO.42/m/color/2076.jpg
spNO.42,m,2168,2175,2207,4,III,disgust,4,0,spNO.42/m/color/2175.jpg,spNO.42/m/color/2168.jpg,spNO.42/m/color/2207.jpg
spNO.5,c,18,24,37,7,VII,disgust,4,0,spNO.5/c/color/24.jpg,spNO.5/c/color/18.jpg,spNO.5/c/color/37.jpg
spNO.5,c,486,494,499,5,II,surprise,2,2,spNO.5/c/color/494.jpg,spNO.5/c/color/486.jpg,spNO.5/c/color/499.jpg
spNO.5,e,771,779,796,7,VII,surprise,2,2,spNO.5/e/color/779.jpg,spNO.5/e/color/771.jpg,spNO.5/e/color/796.jpg
spNO.5,e,1631,1638,1647,7,VII,surprise,2,2,spNO.5/e/color/1638.jpg,spNO.5/e/color/1631.jpg,spNO.5/e/color/1647.jpg
spNO.5,e,1880,1887,1899,R7,VII,surprise,2,2,spNO.5/e/color/1887.jpg,spNO.5/e/color/1880.jpg,spNO.5/e/color/1899.jpg
spNO.5,e,1923,1927,1935,7,VII,surprise,2,2,spNO.5/e/color/1927.jpg,spNO.5/e/color/1923.jpg,spNO.5/e/color/1935.jpg
spNO.6,c,246,249,252,L9,IV,disgust,4,0,spNO.6/c/color/249.jpg,spNO.6/c/color/246.jpg,spNO.6/c/color/252.jpg
spNO.6,f,191,195,219,15,V,fear,5,0,spNO.6/f/color/195.jpg,spNO.6/f/color/191.jpg,spNO.6/f/color/219.jpg
spNO.6,j,1122,1127,1184,R1+R2,II,surprise,2,2,spNO.6/j/color/1127.jpg,spNO.6/j/color/1122.jpg,spNO.6/j/color/1184.jpg
spNO.6,j,1683,1689,1692,14,VII,happy,1,1,spNO.6/j/color/1689.jpg,spNO.6/j/color/1683.jpg,spNO.6/j/color/1692.jpg
spNO.7,a,40,46,54,4,III,disgust,4,0,spNO.7/a/color/46.jpg,spNO.7/a/color/40.jpg,spNO.7/a/color/54.jpg
spNO.7,c,406,414,432,4+10+5,VII,disgust,4,0,spNO.7/c/color/414.jpg,spNO.7/c/color/406.jpg,spNO.7/c/color/432.jpg
spNO.7,d,3041,3047,3057,4,III,fear,5,0,spNO.7/d/color/3047.jpg,spNO.7/d/color/3041.jpg,spNO.7/d/color/3057.jpg
spNO.7,i,5,5,38,14,VII,anger,6,0,spNO.7/i/color/5.jpg,spNO.7/i/color/5.jpg,spNO.7/i/color/38.jpg
spNO.77,d,4708,4714,4723,4,III,fear,5,0,spNO.77/d/color/4714.jpg,spNO.77/d/color/4708.jpg,spNO.77/d/color/4723.jpg
spNO.77,f,542,550,586,15,V,fear,5,0,spNO.77/f/color/550.jpg,spNO.77/f/color/542.jpg,spNO.77/f/color/586.jpg
spNO.77,f,609,614,621,4,III,fear,5,0,spNO.77/f/color/614.jpg,spNO.77/f/color/609.jpg,spNO.77/f/color/621.jpg
spNO.77,g,353,360,420,4,III,sad,3,0,spNO.77/g/color/360.jpg,spNO.77/g/color/353.jpg,spNO.77/g/color/420.jpg
spNO.77,i,7,7,35,14,VII,anger,6,0,spNO.77/i/color/7.jpg,spNO.77/i/color/7.jpg,spNO.77/i/color/35.jpg
spNO.77,i,535,540,552,4,III,disgust,4,0,spNO.77/i/color/540.jpg,spNO.77/i/color/535.jpg,spNO.77/i/color/552.jpg
spNO.77,k,7,7,56,14,VII,happy,1,1,spNO.77/k/color/7.jpg,spNO.77/k/color/7.jpg,spNO.77/k/color/56.jpg
spNO.77,m,250,257,275,4,III,disgust,4,0,spNO.77/m/color/257.jpg,spNO.77/m/color/250.jpg,spNO.77/m/color/275.jpg
spNO.8,e,295,301,308,4,III,disgust,4,0,spNO.8/e/color/301.jpg,spNO.8/e/color/295.jpg,spNO.8/e/color/308.jpg
spNO.8,e,1035,1040,1098,14,VII,fear,5,0,spNO.8/e/color/1040.jpg,spNO.8/e/color/1035.jpg,spNO.8/e/color/1098.jpg
spNO.8,f,1064,1068,1155,14,VII,fear,5,0,spNO.8/f/color/1068.jpg,spNO.8/f/color/1064.jpg,spNO.8/f/color/1155.jpg
spNO.8,h,468,475,516,16+24+14,VII,sad,3,0,spNO.8/h/color/475.jpg,spNO.8/h/color/468.jpg,spNO.8/h/color/516.jpg
spNO.8,h,2030,2038,2068,14,VII,sad,3,0,spNO.8/h/color/2038.jpg,spNO.8/h/color/2030.jpg,spNO.8/h/color/2068.jpg
spNO.8,i,1823,1830,1856,14,VII,anger,6,0,spNO.8/i/color/1830.jpg,spNO.8/i/color/1823.jpg,spNO.8/i/color/1856.jpg
spNO.8,k,1043,1047,1099,4,III,happy,1,1,spNO.8/k/color/1047.jpg,spNO.8/k/color/1043.jpg,spNO.8/k/color/1099.jpg
spNO.8,k,1803,1811,1822,T24,VII,happy,1,1,spNO.8/k/color/1811.jpg,spNO.8/k/color/1803.jpg,spNO.8/k/color/1822.jpg
spNO.8,l,1366,1372,1388,14,VII,sad,3,0,spNO.8/l/color/1372.jpg,spNO.8/l/color/1366.jpg,spNO.8/l/color/1388.jpg
spNO.8,l,2147,2152,2162,14,VII,sad,3,0,spNO.8/l/color/2152.jpg,spNO.8/l/color/2147.jpg,spNO.8/l/color/2162.jpg
spNO.8,l,2836,2840,2861,14,VII,sad,3,0,spNO.8/l/color/2840.jpg,spNO.8/l/color/2836.jpg,spNO.8/l/color/2861.jpg
